Marka,Model,KM,Yakit,Yil,Fiyat
renault,clio,105474,dizel,2017,640000
fiat,doblo,27821,dizel,2017,370000
dacia,duster,116802,dizel,2017,737900
ford,transit,920,dizel,2017,870000
fiat,ducato,900,dizel,2017,980000
fiat,doblo,101221,dizel,2017,780000
kia,rio,9393,dizel,2017,680000
bmw,5 serisi,235203,dizel,2017,1617000
fiat,palio,215905,dizel,2017,295000
renault,clio,25179,dizel,2017,835000
alfa romeo,tonale,120,dizel,2017,1699000
ds automobiles,ds7 crossback,820,dizel,2017,1800000
renault,megane,805,dizel,2017,920900
renault,clio,665,dizel,2017,750900
fiat,doblo,46674,dizel,2017,790000
fiat,egea,120116,dizel,2017,675000
fiat,egea,17317,dizel,2017,599500
fiat,egea,1730,dizel,2017,660000
fiat,egea,143521,dizel,2017,675000
fiat,egea,1172,dizel,2017,689500
fiat,egea,141589,dizel,2017,665000
fiat,egea,138865,dizel,2017,665000
fiat,egea,190646,dizel,2017,575000
renault,megane,225544,dizel,2017,565000
volkswagen,polo,880,dizel,2017,535000
fiat,doblo,3450,dizel,2017,365000
fiat,fiorino,192539,dizel,2017,500000
jeep,renegade,30285,dizel,2017,1300000
jeep,renegade,1202,dizel,2017,1115000
fiat,fiorino,1707,dizel,2017,525000
renault,symbol,2150,dizel,2017,595000
renault,symbol,24909,dizel,2017,450000
renault,clio,112595,dizel,2017,650000
fiat,linea,2310,dizel,2017,425000
opel,corsa,127686,dizel,2017,650000
opel,adam,410,dizel,2017,785000
ford,kuga,9503,dizel,2017,1600000
audi,a3,130548,dizel,2017,1250000
peugeot,5008,740,dizel,2017,1749900
jeep,renegade,216626,dizel,2017,820000
fiat,doblo,51456,dizel,2017,570000
fiat,linea,254121,dizel,2017,360000
fiat,fiorino,2800,dizel,2017,300000
volkswagen,golf,980,dizel,2017,900000
renault,clio,1189,dizel,2017,685000
ford,tourneo courier,800,dizel,2017,790000
alfa romeo,tonale,615,dizel,2017,1900900
jeep,renegade,8636,dizel,2017,1045500
opel,astra,157318,dizel,2017,540000
fiat,egea,22293,dizel,2017,710000
peugeot,partner,208697,dizel,2017,592000
peugeot,partner,275263,dizel,2017,510000
ford,transit connect,173668,dizel,2017,500000
volkswagen,caddy,1750,dizel,2017,655000
bmw,x5,153184,dizel,2017,2590000
hyundai,tucson,123201,dizel,2017,1235000
bmw,x5,87389,dizel,2017,2985000
bmw,3 serisi,176348,dizel,2017,1485000
fiat,linea,216131,dizel,2017,490000
renault,symbol,54877,dizel,2017,550000
dacia,duster,1228,dizel,2017,585000
volkswagen,bora,187136,dizel,2017,445000
hyundai,accent,140215,dizel,2017,550000
toyota,auris,138341,dizel,2017,645000
toyota,auris,612,dizel,2017,790000
opel,mokka,116718,dizel,2017,720000
fiat,egea,6586,dizel,2017,749000
fiat,egea,12084,dizel,2017,850000
fiat,egea,388,dizel,2017,680000
fiat,fiorino,74602,dizel,2017,585000
fiat,fiorino,1760,dizel,2017,440000
fiat,egea,70716,dizel,2017,670000
toyota,corolla,1170,dizel,2017,690000
fiat,linea,20358,dizel,2017,470000
fiat,egea,26317,dizel,2017,839000
fiat,egea,168092,dizel,2017,690000
fiat,egea,73439,dizel,2017,670000
fiat,egea,56962,dizel,2017,669900
fiat,egea,9309,dizel,2017,550000
fiat,egea,6457,dizel,2017,680000
ford,tourneo courier,68378,dizel,2017,765000
fiat,fiorino,60028,dizel,2017,650000
ford,fiesta,107121,dizel,2017,595000
fiat,egea,2230,dizel,2017,780000
fiat,doblo,185734,dizel,2017,675000
fiat,egea,96049,dizel,2017,725000
fiat,egea,2070,dizel,2017,650000
fiat,egea,7342,dizel,2017,750000
fiat,palio,91975,dizel,2017,520000
peugeot,308,64444,dizel,2017,925000
nissan,juke,150872,dizel,2017,675000
renault,clio,129565,dizel,2017,509900
ford,escort,780,dizel,2017,241000
fiat,fiorino,241688,dizel,2017,460000
peugeot,206+,102417,dizel,2017,475000
fiat,albea,117875,dizel,2017,395000
ford,transit courier,9181,dizel,2017,650000
fiat,doblo,114215,dizel,2017,610000
suzuki,swift,10451,dizel,2017,650000
volkswagen,polo,650,dizel,2017,650000
toyota,corolla,191959,dizel,2017,638000
alfa romeo,giulietta,72223,dizel,2017,860000
ford,fiesta,1310,dizel,2017,620000
renault,symbol,261035,dizel,2017,471200
renault,clio,96665,dizel,2017,495000
chevrolet,aveo,92419,dizel,2017,600000
fiat,fiorino,76052,dizel,2017,460000
fiat,fiorino,2570,dizel,2017,395000
renault,symbol,210171,dizel,2017,470000
fiat,doblo,4397,dizel,2017,225000
fiat,linea,105559,dizel,2017,580000
alfa romeo,giulietta,163557,dizel,2017,670000
fiat,linea,1450,dizel,2017,528000
renault,clio,128228,dizel,2017,600000
renault,clio,1440,dizel,2017,562500
hyundai,i20,176253,dizel,2017,560000
hyundai,i20,97293,dizel,2017,512000
toyota,corolla,202631,dizel,2017,580000
fiat,fiorino,150605,dizel,2017,420000
toyota,c-hr,158503,dizel,2017,1250000
bmw,x2,6532,dizel,2017,1950000
ford,kuga,9503,dizel,2017,623000
fiat,egea,10205,dizel,2017,840000
fiat,doblo,26507,dizel,2017,870000
jeep,renegade,45085,dizel,2017,1100000
citroen,c3,34115,dizel,2017,780000
alfa romeo,tonale,868,dizel,2017,2000000
fiat,fiorino,13182,dizel,2017,630000
alfa romeo,giulietta,65067,dizel,2017,1250000
fiat,egea,98102,dizel,2017,610000
bmw,3 serisi,1400,dizel,2017,1585000
peugeot,208,79083,dizel,2017,690000
audi,a3,94574,dizel,2017,1350000
seat,ateca,55032,dizel,2017,1350000
ford,transit custom,218929,dizel,2017,725000
fiat,doblo,1510,dizel,2017,500000
renault,clio,41861,dizel,2017,615000
fiat,linea,187883,dizel,2017,460000
fiat,fiorino,155101,dizel,2017,420000
peugeot,307,189885,dizel,2017,450000
nissan,micra,133939,dizel,2017,420000
jeep,renegade,130741,dizel,2017,950000
fiat,egea,61919,dizel,2017,750000
fiat,egea,6017,dizel,2017,900000
renault,clio,2070,dizel,2017,630000
fiat,egea,55716,dizel,2017,620000
fiat,fiorino,1710,dizel,2017,450000
fiat,egea,50053,dizel,2017,760000
fiat,egea,200814,dizel,2017,600000
fiat,punto,105119,dizel,2017,525000
bmw,3 serisi,95756,dizel,2017,1350000
fiat,egea,37835,dizel,2017,785000
volkswagen,golf,2320,dizel,2017,400000
citroen,c-elysee,162448,dizel,2017,650000
citroen,c-elysee,1100,dizel,2017,620000
fiat,fiorino,70363,dizel,2017,495000
fiat,fiorino,62563,dizel,2017,680000
fiat,egea,124666,dizel,2017,740000
fiat,egea,2225,dizel,2017,660000
fiat,egea,162,dizel,2017,700000
fiat,fiorino,68789,dizel,2017,590000
fiat,fiorino,18503,dizel,2017,690000
fiat,fiorino,400,dizel,2017,500000
fiat,egea,1630,dizel,2017,573000
hyundai,accent,154111,dizel,2017,475000
ford,tourneo courier,215651,dizel,2017,585000
renault,clio,16545,dizel,2017,550000
ford,fiesta,270503,dizel,2017,260000
nissan,almera,143877,dizel,2017,325000
fiat,palio,338536,dizel,2017,350000
peugeot,206,1700,dizel,2017,250000
fiat,palio,2619,dizel,2017,305000
opel,astra,166134,dizel,2017,590000
renault,symbol,119465,dizel,2017,530000
fiat,albea,322784,dizel,2017,295000
fiat,ducato,8865,dizel,2017,900000
peugeot,301,209065,dizel,2017,670000
renault,fluence,1400,dizel,2017,615000
opel,corsa,880,dizel,2017,575000
ford,fiesta,166765,dizel,2017,575900
hyundai,accent,231964,dizel,2017,500000
fiat,fiorino,117323,dizel,2017,580000
fiat,doblo,173587,dizel,2017,435000
fiat,fiorino,1920,dizel,2017,550000
opel,astra,102614,dizel,2017,690000
dacia,sandero,18125,dizel,2017,600000
peugeot,208,18325,dizel,2017,615000
fiat,egea,28781,dizel,2017,700000
fiat,egea,74428,dizel,2017,710000
fiat,egea,300,dizel,2017,740000
opel,astra,149566,dizel,2017,810000
fiat,fiorino,93886,dizel,2017,490000
fiat,punto,47185,dizel,2017,710000
fiat,fiorino,1785,dizel,2017,520000
toyota,c-hr,490,dizel,2017,1153000
kia,cerato,42047,dizel,2017,1200000
renault,trafic,940,dizel,2017,850000
alfa romeo,stelvio,220,dizel,2017,3550000
fiat,yeni egea cross,5859,dizel,2017,1050000
ford,tourneo connect,3318,dizel,2017,455000
fiat,fiorino,228566,dizel,2017,500000
hyundai,elantra,1337,dizel,2017,795000
ford,transit custom,1940,dizel,2017,790000
renault,symbol,147089,dizel,2017,490000
ford,fiesta,114771,dizel,2017,555900
fiat,linea,64346,dizel,2017,595000
citroen,c- elysee,6312,dizel,2017,610000
fiat,egea,710,dizel,2017,640000
fiat,egea,440,dizel,2017,600000
fiat,egea,21439,dizel,2017,985000
alfa romeo,tonale,15248,dizel,2017,2300000
fiat,egea,1255,dizel,2017,995000
volkswagen,polo,1500,dizel,2017,635000
fiat,yeni egea sedan,28004,dizel,2017,894000
fiat,ducato,1035,dizel,2017,600000
fiat,500 l,79594,dizel,2017,790000
hyundai,accent blue,221621,dizel,2017,555000
jeep,renegade,67791,dizel,2017,990000
fiat,egea,1420,dizel,2017,615000
fiat,linea,162587,dizel,2017,530000
fiat,punto,12642,dizel,2017,550000
fiat,linea,153697,dizel,2017,520000
peugeot,301,140079,dizel,2017,525000
fiat,egea,140308,dizel,2017,550000
nissan,juke,186333,dizel,2017,825000
renault,captur,17975,dizel,2017,700000
dacia,sandero,2150,dizel,2017,465000
jeep,renegade,41569,dizel,2017,1100000
toyota,yaris,142693,dizel,2017,750000
opel,astra,158131,dizel,2017,770000
fiat,fiorino,202137,dizel,2017,355000
fiat,linea,90482,dizel,2017,580000
fiat,linea,130288,dizel,2017,600000
toyota,corolla,1480,dizel,2017,650000
peugeot,301,201186,dizel,2017,520000
fiat,egea,203375,dizel,2017,565000
ford,tourneo courier,500,dizel,2017,795000
toyota,corolla,900,dizel,2017,1055000
fiat,doblo,1027,dizel,2017,850000
fiat,egea,75,dizel,2017,850000
mercedes,c,75232,dizel,2017,1250000
land rover,range rover evoque,158399,dizel,2017,1500000
alfa romeo,tonale,9904,dizel,2017,1890000
fiat,egea,2437,dizel,2017,820000
hyundai,i20,862,dizel,2017,595000
opel,astra,177625,dizel,2017,750000
fiat,linea,87829,dizel,2017,555000
citroen,berlingo,1480,dizel,2017,310000
ford,tourneo courier,9925,dizel,2017,750000
fiat,egea,163455,dizel,2017,585000
citroen,c4,229444,dizel,2017,650000
peugeot,301,202656,dizel,2017,499500
ford,transit connect,2380,dizel,2017,378000
ford,tourneo courier,189332,dizel,2017,635900
fiat,egea,55956,dizel,2017,750000
ford,fiesta,62254,dizel,2017,657000
dacia,sandero,1650,dizel,2017,615000
fiat,fiorino,9171,dizel,2017,475000
skoda,octavia,12883,dizel,2017,1050000
volkswagen,jetta,1080,dizel,2017,880500
fiat,yeni egea cross,6312,dizel,2017,1250000
fiat,egea,16053,dizel,2017,850000
kia,sportage,50972,dizel,2017,1450000
fiat,egea,10644,dizel,2017,725000
ford,tourneo courier,11582,dizel,2017,585000
volkswagen,polo,1008,dizel,2017,710000
citroen,c4 cactus,57324,dizel,2017,925000
ford,focus,99692,dizel,2017,1000000
renault,scenic,220832,dizel,2017,550000
peugeot,301,65506,dizel,2017,650000
dacia,sandero,120369,dizel,2017,580000
peugeot,bipper,163414,dizel,2017,370000
fiat,linea,151267,dizel,2017,520000
citroen,nemo,213032,dizel,2017,435000
hyundai,i30,37232,dizel,2017,760000
fiat,linea,88702,dizel,2017,575000
fiat,egea,54833,dizel,2017,970000
kia,rio,2150,dizel,2017,625000
fiat,linea,2650,dizel,2017,410000
fiat,linea,808,dizel,2017,515000
honda,civic,19054,dizel,2017,620000
fiat,egea,360,dizel,2017,665000
mitsubishi,colt,163055,dizel,2017,400000
fiat,panda,5513,dizel,2017,755000
opel,astra,40304,dizel,2017,850000
toyota,auris,218067,dizel,2017,650000
fiat,fiorino,125265,dizel,2017,600000
fiat,doblo,19466,dizel,2017,520000
renault,clio,420,dizel,2017,900000
fiat,fiorino,44952,dizel,2017,550000
fiat,doblo,1875,dizel,2017,455000
fiat,egea,176609,dizel,2017,640000
fiat,egea,400,dizel,2017,690000
ford,fiesta,148284,dizel,2017,620000
fiat,doblo,15806,dizel,2017,1000000
audi,a3,47038,dizel,2017,1575000
audi,a3,43378,dizel,2017,1550000
seat,ateca,65092,dizel,2017,1450000
toyota,corolla,222858,dizel,2017,650000
jeep,compass,1539,dizel,2017,890000
renault,master,1040,dizel,2017,630000
dacia,sandero,123034,dizel,2017,667000
kia,venga,179591,dizel,2017,640000
fiat,panda,45112,dizel,2017,585000
ford,focus,204155,dizel,2017,580000
renault,symbol,20755,dizel,2017,525000
opel,corsa,1590,dizel,2017,520000
fiat,egea,33616,dizel,2017,679900
hyundai,i20,75878,dizel,2017,690000
ford,fiesta,263466,dizel,2017,340000
renault,clio,1280,dizel,2017,680000
fiat,egea,5939,dizel,2017,800000
fiat,egea,138418,dizel,2017,600000
renault,clio,1130,dizel,2017,545000
renault,clio,6800,dizel,2017,680000
fiat,egea,330,dizel,2017,800000
seat,leon,125618,dizel,2017,980000
renault,clio,12826,dizel,2017,800000
hyundai,tucson,71282,dizel,2017,1275000
audi,q2,60116,dizel,2017,1700000
renault,clio,121132,dizel,2017,820000
fiat,fiorino,114041,dizel,2017,621000
dacia,sandero,6821,dizel,2017,695000
mercedes,c,93331,dizel,2017,1800000
citroen,c3,191586,dizel,2017,560000
peugeot,301,80984,dizel,2017,820000
fiat,fiorino,161005,dizel,2017,520000
fiat,punto,184154,dizel,2017,410000
toyota,c-hr,670,dizel,2017,1000000
renault,r12,4000,dizel,2017,15000
jeep,renegade,320,dizel,2017,1155000
renault,clio,850,dizel,2017,665000
renault,megane,1039,dizel,2017,795000
fiat,egea,134403,dizel,2017,655900
fiat,doblo,214612,dizel,2017,640000
ford,focus,231718,dizel,2017,475900
renault,fluence,143953,dizel,2017,650000
fiat,linea,205146,dizel,2017,450000
renault,symbol,1770,dizel,2017,520000
fiat,egea,218846,dizel,2017,490000
fiat,fiorino,890,dizel,2017,625000
fiat,egea,61,dizel,2017,800000
fiat,ducato,254527,dizel,2017,800000
fiat,doblo,79805,dizel,2017,600000
fiat,linea,158648,dizel,2017,575000
fiat,egea,73117,dizel,2017,650000
renault,clio,225,dizel,2017,850000
hyundai,i20,1350,dizel,2017,640000
ford,focus,109636,dizel,2017,930000
citroen,c5,91341,dizel,2017,1279950
hyundai,tucson,10478,dizel,2017,1215000
renault,megane,1250,dizel,2017,895000
hyundai,ix35,27795,dizel,2017,659000
fiat,linea,785,dizel,2017,545000
ford,transit connect,950,dizel,2017,425000
ford,focus,1740,dizel,2017,615000
ford,focus,2410,dizel,2017,558000
renault,symbol,1865,dizel,2017,465000
renault,latitude,1390,dizel,2017,688000
fiat,fiorino,193891,dizel,2017,399500
fiat,fiorino,104,dizel,2017,560000
citroen,berlingo,93415,dizel,2017,730000
subaru,forester,128,dizel,2017,2200000
fiat,egea,1200,dizel,2017,630000
fiat,egea,410,dizel,2017,630000
renault,megane,243089,dizel,2017,400000
kia,k 2500,100854,dizel,2017,600000
renault,clio,186768,dizel,2017,500000
opel,astra,47556,dizel,2017,675000
fiat,egea,117352,dizel,2017,880000
honda,city,167889,dizel,2017,615000
fiat,albea,130788,dizel,2017,509000
opel,astra,970,dizel,2017,718000
peugeot,308,182064,dizel,2017,445000
chevrolet,lacetti,254692,dizel,2017,470000
seat,ibiza,53242,dizel,2017,880000
fiat,doblo,59408,dizel,2017,625000
opel,corsa,68748,dizel,2017,990000
renault,megane,84498,dizel,2017,850000
alfa romeo,tonale,15006,dizel,2017,1900000
ford,ecosport,31325,dizel,2017,1050000
fiat,doblo,80225,dizel,2017,800000
fiat,egea,600,dizel,2017,690000
ford,focus,139693,dizel,2017,795000
fiat,egea,26685,dizel,2017,930000
fiat,egea,25093,dizel,2017,935000
fiat,egea,23936,dizel,2017,930000
fiat,egea,23269,dizel,2017,930000
fiat,egea,22945,dizel,2017,930000
fiat,egea,22025,dizel,2017,930000
fiat,fiorino,51374,dizel,2017,485000
ford,focus,159515,dizel,2017,755900
volkswagen,polo,172168,dizel,2017,600000
ford,fiesta,1180,dizel,2017,560000
fiat,linea,111475,dizel,2017,565000
renault,megane,109427,dizel,2017,640000
fiat,fiorino,172826,dizel,2017,520000
ford,fiesta,239198,dizel,2017,475000
ford,fiesta,104856,dizel,2017,530000
honda,jazz,202185,dizel,2017,580000
hyundai,accent,1430,dizel,2017,595000
fiat,linea,135612,dizel,2017,630000
hyundai,getz,261788,dizel,2017,410000
hyundai,getz,108557,dizel,2017,550000
opel,corsa,1900,dizel,2017,320000
bmw,3 serisi,23965,dizel,2017,895000
dacia,duster,1130,dizel,2017,750000
renault,clio,86582,dizel,2017,800000
citroen,c4,139937,dizel,2017,390000
fiat,fiorino,780,dizel,2017,600000
fiat,egea,185623,dizel,2017,585000
ford,transit custom,200711,dizel,2017,885000
hyundai,elantra,73329,dizel,2017,850000
fiat,fiorino,110664,dizel,2017,560000
hyundai,accent,1450,dizel,2017,565000
fiat,500,19135,dizel,2017,900000
kia,rio,106782,dizel,2017,599900
kia,rio,129843,dizel,2017,720000
hyundai,i20,160225,dizel,2017,550000
bmw,1 serisi,80058,dizel,2017,1050000
fiat,doblo,2650,dizel,2017,395000
fiat,doblo,151141,dizel,2017,750000
ford,tourneo courier,136845,dizel,2017,670000
renault,clio,220252,dizel,2017,650000
peugeot,301,5999,dizel,2017,675000
fiat,punto,86281,dizel,2017,550000
citroen,c5,111576,dizel,2017,800000
fiat,freemont,77336,dizel,2017,1100000
fiat,linea,1440,dizel,2017,485000
fiat,linea,1350,dizel,2017,700000
hyundai,getz,1040,dizel,2017,450000
fiat,punto,126663,dizel,2017,600000
fiat,linea,1040,dizel,2017,595000
fiat,doblo,123148,dizel,2017,750000
jeep,renegade,43947,dizel,2017,1200000
nissan,qashqai,980,dizel,2017,1000000
kia,rio,132238,dizel,2017,500000
fiat,egea,800,dizel,2017,655000
fiat,fiorino,5451,dizel,2017,539500
volvo,s60,119431,dizel,2017,930000
fiat,fiorino,87365,dizel,2017,520000
jeep,renegade,42554,dizel,2017,1100000
fiat,egea,29946,dizel,2017,750000
fiat,fiorino,7719,dizel,2017,700000
ford,focus,1240,dizel,2017,805500
fiat,fiorino,83187,dizel,2017,640000
ford,tourneo courier,12271,dizel,2017,710000
renault,clio,25148,dizel,2017,625000
renault,clio,5697,dizel,2017,700000
fiat,doblo,380,dizel,2017,850000
fiat,doblo,92696,dizel,2017,795000
toyota,corolla,1400,dizel,2017,485000
toyota,corolla,327797,dizel,2017,350000
bmw,x2,99377,dizel,2017,1750000
jeep,renegade,20048,dizel,2017,1400000
peugeot,308,159581,dizel,2017,620000
hyundai,tucson,38171,dizel,2017,1550000
fiat,egea,1069,dizel,2017,600000
fiat,egea,25746,dizel,2017,820000
fiat,doğan,2500,dizel,2017,280000
kia,rio,720,dizel,2017,665000
fiat,500,19848,dizel,2017,800000
hyundai,accent,11886,dizel,2017,700000
dacia,dokker,159891,dizel,2017,580000
peugeot,301,128687,dizel,2017,550000
ford,tournea courier journey,141966,dizel,2017,630000
volkswagen,tiguan,111775,dizel,2017,900000
honda,civic,146973,dizel,2017,625000
dacia,sandero,109325,dizel,2017,675000
chevrolet,kalos,129557,dizel,2017,335000
toyota,yaris,249988,dizel,2017,435000
volkswagen,polo,251439,dizel,2017,580000
fiat,fiorino,159071,dizel,2017,425000
hyundai,i20,2604,dizel,2017,480000
fiat,punto,171222,dizel,2017,540000
opel,corsa,14975,dizel,2017,535000
volkswagen,jetta,81324,dizel,2017,885000
ford,tourneo courier,33674,dizel,2017,800000
jeep,renegade,32347,dizel,2017,1100000
fiat,fiorino,46138,dizel,2017,560000
fiat,egea,2548,dizel,2017,755000
fiat,egea,340,dizel,2017,740000
ford,ecosport,980,dizel,2017,890000
nissan,qashqai,48167,dizel,2017,1415000
seat,ibiza,1905,dizel,2017,500000
opel,corsa,107059,dizel,2017,660000
ford,ecosport,930,dizel,2017,890000
renault,symbol,101362,dizel,2017,650000
jaguar,xe,129855,dizel,2017,1850000
dacia,sandero,8233,dizel,2017,850000
hyundai,tucson,40181,dizel,2017,1575000
opel,astra,125157,dizel,2017,800000
fiat,doblo,243624,dizel,2017,620000
fiat,egea,26075,dizel,2017,750000
fiat,egea,53214,dizel,2017,720000
fiat,egea,279367,dizel,2017,700000
ford,focus,115671,dizel,2017,790000
fiat,egea,45422,dizel,2017,615000
fiat,egea,5128,dizel,2017,660000
fiat,doblo,61157,dizel,2017,600000
fiat,fiorino,103157,dizel,2017,420000
fiat,linea,12198,dizel,2017,530000
fiat,linea,81935,dizel,2017,585000
fiat,linea,2429,dizel,2017,520000
renault,clio,183061,dizel,2017,545000
fiat,doblo,159084,dizel,2017,530000
opel,corsa,84536,dizel,2017,555000
fiat,ducato,213048,dizel,2017,670000
fiat,albea,21848,dizel,2017,315000
opel,astra,74913,dizel,2017,770000
renault,symbol,151771,dizel,2017,520000
ford,tourneo courier,147594,dizel,2017,575000
toyota,corolla,3133,dizel,2017,417000
fiat,egea,104595,dizel,2017,730000
ford,focus,133749,dizel,2017,540000
fiat,linea,114499,dizel,2017,580000
fiat,bravo,1007,dizel,2017,600000
fiat,panda,820,dizel,2017,455000
fiat,linea,95417,dizel,2017,700000
alfa romeo,giulietta,8625,dizel,2017,850000
fiat,doblo,264148,dizel,2017,550000
citroen,c-elysee,53625,dizel,2017,660000
opel,astra,100108,dizel,2017,750000
volkswagen,golf,16005,dizel,2017,1100000
peugeot,308,750,dizel,2017,689000
fiat,doblo,76769,dizel,2017,675000
ford,ecosport,1001,dizel,2017,890000
fiat,egea,7617,dizel,2017,800000
bmw,1 serisi,47943,dizel,2017,1400000
hyundai,tucson,55712,dizel,2017,1500000
seat,leon,111613,dizel,2017,1010000
opel,corsa,143383,dizel,2017,579900
fiat,egea,91005,dizel,2017,670000
renault,clio,174025,dizel,2017,700000
fiat,doblo,195872,dizel,2017,480000
fiat,fiorino,132535,dizel,2017,400000
fiat,fiorino,10971,dizel,2017,400000
fiat,linea,138045,dizel,2017,425000
dacia,sandero,141976,dizel,2017,510000
renault,clio,297468,dizel,2017,490000
volkswagen,tiguan,1925,dizel,2017,1150000
jeep,renegade,36966,dizel,2017,1150000
opel,astra,62169,dizel,2017,655000
volkswagen,polo,1510,dizel,2017,712000
fiat,egea,2789,dizel,2017,775000
renault,r19,3104,dizel,2017,180000
fiat,egea,146332,dizel,2017,700000
fiat,egea,157419,dizel,2017,675000
jeep,renegade,255881,dizel,2017,860000
volkswagen,caddy,270927,dizel,2017,480000
volkswagen,polo,219793,dizel,2017,500000
fiat,uno,29907,dizel,2017,120000
ford,focus,175579,dizel,2017,550000
fiat,linea,140253,dizel,2017,500000
toyota,corolla,1826,dizel,2017,540000
renault,fluence,147093,dizel,2017,550000
fiat,linea,115985,dizel,2017,575000
nissan,qashqai,244593,dizel,2017,750000
citroen,c-elysee,190802,dizel,2017,625000
kia,rio,146536,dizel,2017,449900
fiat,fiorino,91723,dizel,2017,620000
opel,corsa,147688,dizel,2017,500000
fiat,fiorino,12035,dizel,2017,500000
alfa romeo,giulietta,130285,dizel,2017,990000
peugeot,boxer,235541,dizel,2017,639900
land rover,range rover velar,19977,dizel,2017,4550000
fiat,egea,33971,dizel,2017,670000
jeep,compass,54536,dizel,2017,1350000
toyota,corolla,1858,dizel,2017,560000
renault,clio,109674,dizel,2017,600000
seat,altea,1470,dizel,2017,700000
hyundai,i20,146136,dizel,2017,519900
ford,tourneo custom,5733,dizel,2017,1230000
fiat,fiorino,46181,dizel,2017,545000
ford,fiesta,6787,dizel,2017,670000
renault,clio,1052,dizel,2017,660000
fiat,linea,4000,dizel,2017,630000
fiat,linea,120373,dizel,2017,600000
jeep,compass,200897,dizel,2017,950000
peugeot,301,167295,dizel,2017,550000
volkswagen,passat,156049,dizel,2017,800000
hyundai,getz,132051,dizel,2017,540000
dacia,sandero,118058,dizel,2017,700000
kia,picanto,52947,dizel,2017,750000
nissan,qashqai+2,2350,dizel,2017,720000
toyota,yaris,139621,dizel,2017,590000
ford,focus,351765,dizel,2017,350000
peugeot,301,104108,dizel,2017,499900
fiat,punto,100815,dizel,2017,600000
land rover,discovery sport,310,dizel,2017,2450000
fiat,egea,118628,dizel,2017,950000
fiat,egea,43607,dizel,2017,660000
audi,a4,117673,dizel,2017,1600000
fiat,linea,203455,dizel,2017,435000
bmw,3 serisi,184075,dizel,2017,820900
hyundai,accent,1590,dizel,2017,652500
fiat,doblo,59069,dizel,2017,755000
jeep,renegade,85388,dizel,2017,1100000
fiat,egea,78169,dizel,2017,600000
fiat,500,172675,dizel,2017,730000
fiat,linea,126902,dizel,2017,600000
dacia,lodgy,2260,dizel,2017,455500
hyundai,getz,158946,dizel,2017,750000
dacia,duster,206238,dizel,2017,670000
peugeot,301,1760,dizel,2017,500000
renault,clio,90026,dizel,2017,605000
citroen,c- elysee,54087,dizel,2017,579900
renault,clio,46034,dizel,2017,900000
bmw,3 serisi,110589,dizel,2017,1600000
opel,astra,15264,dizel,2017,570000
fiat,egea,10854,dizel,2017,800000
hyundai,i20,130856,dizel,2017,650000
hyundai,i20,800,dizel,2017,630000
fiat,egea,34216,dizel,2017,670000
fiat,doblo,35376,dizel,2017,750000
renault,clio,25782,dizel,2017,800000
fiat,egea,667782,dizel,2017,770000
renault,clio,140959,dizel,2017,719900
nissan,x-trail,113265,dizel,2017,1250000
fiat,egea,93837,dizel,2017,675000
fiat,linea,145204,dizel,2017,500000
opel,corsa,1135,dizel,2017,600000
opel,astra,199081,dizel,2017,725900
bmw,1 serisi,58774,dizel,2017,1355900
hyundai,ix35,164205,dizel,2017,900000
peugeot,301,103224,dizel,2017,650900
renault,clio,77289,dizel,2017,650000
toyota,corolla,88613,dizel,2017,710000
fiat,egea,1823,dizel,2017,600000
bmw,5 serisi,600,dizel,2017,2760000
opel,insignia,195312,dizel,2017,840000
fiat,egea,34798,dizel,2017,800000
citroen,c3,9054,dizel,2017,720000
fiat,egea,62995,dizel,2017,840000
ford,transit,14249,dizel,2017,560000
hyundai,i20,148059,dizel,2017,700000
fiat,doblo,28463,dizel,2017,560000
fiat,doblo,151179,dizel,2017,455000
fiat,fiorino,5085,dizel,2017,550000
hyundai,accent,15931,dizel,2017,600000
fiat,yeni egea cross,210,dizel,2017,795000
citroen,nemo,980,dizel,2017,455000
fiat,doblo,135563,dizel,2017,500000
fiat,linea,13581,dizel,2017,510000
opel,mokka,107806,dizel,2017,792900
fiat,doblo,47595,dizel,2017,745900
opel,astra,121312,dizel,2017,630000
fiat,egea,124156,dizel,2017,620000
fiat,linea,89016,dizel,2017,540000
peugeot,208,57534,dizel,2017,600000
citroen,c- elysee,202711,dizel,2017,550000
fiat,egea,139418,dizel,2017,670000
renault,clio,68829,dizel,2017,550000
fiat,doblo,1060,dizel,2017,500000
fiat,fiorino,180253,dizel,2017,489900
ford,transit,1800,dizel,2017,720000
fiat,egea,58366,dizel,2017,685000
peugeot,301,152922,dizel,2017,439500
chevrolet,aveo,106937,dizel,2017,379900
opel,corsa,97384,dizel,2017,620000
fiat,doblo,72606,dizel,2017,690000
fiat,egea,480,dizel,2017,555000
fiat,egea,12026,dizel,2017,700000
fiat,egea,48092,dizel,2017,750000
fiat,fiorino,120602,dizel,2017,700000
renault,clio,99492,dizel,2017,700000
fiat,fiorino,44772,dizel,2017,530000
ford,kuga,1670,dizel,2017,1050000
fiat,doblo,108233,dizel,2017,700000
peugeot,301,122941,dizel,2017,650000
fiat,doblo,127286,dizel,2017,450000
citroen,c-elysee,91068,dizel,2017,575000
fiat,egea,7587,dizel,2017,850000
hyundai,i20,23429,dizel,2017,800000
fiat,egea,28209,dizel,2017,750000
