Marka,Model,KM,Yakit,Yil,Fiyat
bmw,x1,45500,benzin,2016,1599900
renault,megane,75000,dizel,2017,929900
citroën,berlingo,55000,dizel,2022,789000
honda,civic,69854,benzin,2018,1148000
peugeot,508,26985,benzin,2022,1690000
toyota,corolla,77500,benzin,2016,755000
renault,megane,75000,dizel,2017,929900
opel,grandland,61200,dizel,2019,1170000
citroën,berlingo,55000,dizel,2022,789000
citroën,c4,71500,dizel,2019,899000
fiat,500l,107375,dizel,2020,849900
kia,rio,17500,benzin,2019,795000
opel,grandland,45150,dizel,2019,1200000
ford,fiesta,101025,dizel,2017,690000
hyundai,accent,94530,dizel,2018,749000
dacia,duster,24700,benzin,2022,975000
nissan,x-trail,135000,benzin,2020,1400000
opel,mokka,6500,benzin,2022,1350000
peugeot,508,34000,dizel,2020,1300000
honda,civic,69854,benzin,2018,1148000
peugeot,508,26985,benzin,2022,1690000
peugeot,408,6050,benzin,2023,1703000
volkswagen,polo,74789,benzin,2021,928000
renault,megane,34026,benzin,2017,758000
seat,leon,51971,benzin,2020,1203000
renault,megane,144153,dizel,2020,913000
peugeot,3008,15819,dizel,2023,1803000
peugeot,308,59783,benzin,2020,888000
peugeot,308,11563,benzin,2023,1398000
peugeot,301,130615,dizel,2020,618000
peugeot,301,72632,dizel,2020,598000
citroën,c3,10000,benzin,2021,1025000
toyota,corolla,77500,benzin,2016,755000
kia,sportage,34000,dizel,2020,1200000
citroën,c5,59620,dizel,2020,1220000
peugeot,3008,18826,dizel,2022,1565000
peugeot,3008,144434,dizel,2017,995900
citroën,c3,25511,benzin,2021,850900
honda,cr-v,110069,dizel,2017,1315000
peugeot,508,6120,dizel,2023,1710000
citroën,berlingo,60060,dizel,2022,610000
ds,7,7448,dizel,2023,2203000
peugeot,508,7448,dizel,2023,1598000
peugeot,3008,74700,dizel,2018,1253000
renault,clio,16595,benzin,2019,683000
peugeot,3008,24800,dizel,2020,1368000
renault,megane,133565,dizel,2018,833000
toyota,c-hr,69493,benzin,2018,1103000
peugeot,3008,60347,dizel,2018,1303000
honda,civic,90818,dizel,2018,1103000
nissan,micra,77194,benzin,2016,658000
honda,civic,28997,lpg (fabrika çıkışlı),2021,1213000
toyota,corolla,45186,benzin,2021,1050900
peugeot,rifter,81973,dizel,2022,990900
peugeot,301,87596,dizel,2020,635901
ford,tourneo,73418,dizel,2020,645900
opel,crossland,106000,dizel,2017,799900
peugeot,2008,10147,dizel,2022,1303000
opel,corsa,33822,benzin,2020,758000
hyundai,tucson,34155,dizel,2021,1428000
citroën,c5,33497,dizel,2020,1280000
peugeot,508,91000,dizel,2019,1255900
peugeot,partner,2560,dizel,2023,725000
volkswagen,passat,90400,benzin,2020,1319000
opel,corsa,107920,benzin,2017,619000
kia,sportage,25508,hibrit,2022,1521900
porsche,cayenne,31000,benzin,2022,11255900
ford,tourneo,16616,dizel,2023,888000
opel,mokka,16223,benzin,2023,1203000
toyota,hilux,26657,dizel,2022,1498000
peugeot,rifter,86500,dizel,2019,899900
opel,crossland,26519,dizel,2022,1085000
citroën,berlingo,67500,dizel,2020,905900
opel,mokka,112000,dizel,2016,885000
opel,astra,26065,benzin,2020,939000
peugeot,expert,16700,dizel,2023,1281900
ds,7,11535,dizel,2022,2043000
peugeot,expert,118324,dizel,2021,758000
peugeot,expert,105277,dizel,2021,743000
peugeot,expert,900,dizel,2022,1053000
honda,civic,39813,lpg (fabrika çıkışlı),2021,1188000
honda,civic,22549,lpg (fabrika çıkışlı),2022,1413000
honda,civic,27412,lpg (fabrika çıkışlı),2021,1223000
peugeot,partner,150,dizel,2023,718000
peugeot,5008,6100,dizel,2023,1953000
kia,rio,29000,benzin,2021,865000
peugeot,208,23000,benzin,2021,925000
renault,megane,6500,benzin,2022,1135000
jeep,compass,22000,benzin,2021,1795000
peugeot,2008,32301,benzin,2022,1320000
volvo,v40,21037,benzin,2017,1228000
peugeot,301,101203,dizel,2020,613000
peugeot,3008,36741,dizel,2021,1453000
peugeot,308,6760,benzin,2023,1265000
opel,astra,54000,benzin,2017,820000
peugeot,rifter,98000,dizel,2019,875000
nissan,qashqai,61000,benzin,2020,1235000
honda,civic,52000,benzin,2021,1225000
opel,insignia,134000,dizel,2016,875000
renault,clio,10800,benzin,2022,874999
opel,mokka,17326,benzin,2022,1263000
peugeot,3008,13390,dizel,2022,1553000
seat,leon,35000,benzin,2020,1128000
opel,astra,107641,dizel,2016,798900
opel,astra,7545,benzin,2022,1315000
ford,tourneo,65488,dizel,2021,738000
citroën,c4,34000,dizel,2022,1150000
renault,clio,23000,benzin,2022,820000
honda,civic,33089,dizel,2021,1288000
honda,cr-v,67329,dizel,2016,1418000
peugeot,301,90290,dizel,2020,623000
citroën,c4,6200,benzin,2022,1245000
citroën,berlingo,30200,dizel,2022,912000
citroën,c5,75500,dizel,2020,1320000
hyundai,i20,76000,2017,otomatik,810000
seat,leon,52560,dizel,2019,993000
peugeot,301,125074,dizel,2020,583000
peugeot,3008,40586,benzin,2020,1293000
hyundai,i20,91180,benzin,2017,768900
opel,grandland,15000,benzin,2022,1405000
citroën,c3,16000,benzin,2021,885000
citroën,c3,56000,benzin,2021,975000
citroën,c4,6200,benzin,2022,1125000
peugeot,3008,38000,benzin,2020,1415000
peugeot,308,113740,dizel,2017,783000
fiat,egea,100224,dizel,2020,839750
citroën,c3,14593,dizel,2022,1015000
renault,taliant,33000,benzin,2022,7800000
subaru,xv,20822,benzin,2021,1409750
hyundai,accent,121566,dizel,2018,785000
fiat,egea,81117,benzin,2016,639750
fiat,egea,66291,benzin,2017,649750
citroën,c3,41000,dizel,2020,900000
fiat,egea,113782,dizel,2020,839750
citroën,c5,37525,benzin,2022,1420000
opel,crossland,16791,dizel,2022,980000
citroën,c4,10625,elektrik,2022,1170000
skoda,superb,61171,dizel,2018,1278000
opel,astra,100500,dizel,2018,903000
renault,megane,91377,dizel,2021,969750
citroën,c3,27000,benzin,2022,1100000
toyota,auris,93000,benzin,2017,899000
kia,sportage,49000,hibrit,2022,1590900
renault,captur,10000,hibrit,2022,1270000
opel,crossland,103000,dizel,2021,965000
citroën,c-elysee,103000,dizel,2016,575000
opel,grandland,100000,dizel,2019,1160000
opel,astra,6392,benzin,2022,1300000
peugeot,208,75000,dizel,2017,639900
peugeot,301,105734,benzin,2019,590000
peugeot,3008,12232,dizel,2023,1750000
ford,kuga,131000,dizel,2017,1060000
ds,7,8896,benzin,2022,2108000
opel,combo,11575,dizel,2023,923000
hyundai,kona,25179,benzin,2021,1028000
opel,grandland,7456,dizel,2022,1403000
fiat,egea,80684,benzin,2019,733000
peugeot,2008,47445,dizel,2019,1038000
renault,captur,22130,benzin,2020,1033000
toyota,yaris,74307,benzin,2016,743000
seat,leon,46826,benzin,2020,1083000
renault,clio,41025,benzin,2018,783000
opel,combo,11550,dizel,2021,995000
nissan,qashqai,49000,benzin,2022,1405000
volkswagen,golf,112069,benzin,2018,1198000
renault,megane,133203,dizel,2017,888000
renault,captur,87810,dizel,2017,909900
ford,tourneo,16354,dizel,2019,1089900
peugeot,5008,6100,dizel,2023,1953000
peugeot,3008,6100,dizel,2023,1663000
peugeot,3008,85026,dizel,2019,1213000
peugeot,308,60373,benzin,2020,898000
peugeot,2008,11849,benzin,2022,1413000
peugeot,208,46986,benzin,2016,593000
renault,megane,94347,dizel,2020,986900
skoda,kodiaq,69029,benzin,2020,1555000
renault,megane,128000,dizel,2018,921900
toyota,yaris,42700,benzin,2018,685900
citroën,c3,58485,benzin,2021,740000
fiat,egea,10300,dizel,2022,1028000
fiat,egea,42572,benzin,2021,693000
opel,corsa,95000,benzin,2017,795000
seat,arona,47000,dizel,2020,1125000
citroën,c5,39000,benzin,2020,1385000
renault,kangoo,119970,dizel,2017,635000
peugeot,3008,10572,dizel,2022,1403000
kia,picanto,15000,benzin,2022,775000
nissan,qashqai,94027,dizel,2019,1320000
nissan,qashqai,91014,dizel,2020,1235000
peugeot,partner,43658,dizel,2021,675000
ds,7,18189,dizel,2022,2085000
fiat,egea,62397,dizel,2022,855000
hyundai,bayon,22005,benzin,2021,1030000
ds,9,21893,benzin,2022,2185000
citroën,c5,18825,dizel,2023,1550000
peugeot,408,6100,benzin,2023,1690000
peugeot,2008,31000,benzin,2021,1335900
volkswagen,passat,52800,dizel,2019,1459900
fiat,egea,23180,dizel,2023,770000
peugeot,5008,56720,dizel,2022,1830000
bmw,serie,109138,dizel,2017,1667900
opel,combo,6150,dizel,2022,972900
renault,megane,118000,dizel,2017,936900
volkswagen,polo,64000,dizel,2017,852900
skoda,scala,87800,dizel,2020,993900
peugeot,rifter,101536,dizel,2021,835001
renault,megane,133500,dizel,2016,796900
peugeot,308,19200,benzin,2022,1310900
peugeot,3008,131000,dizel,2016,1281900
dacia,lodgy,135100,dizel,2017,679900
peugeot,408,18200,benzin,2023,1749900
renault,clio,10030,benzin,2022,849900
dacia,sandero,53600,benzin,2017,655900
peugeot,2008,17675,dizel,2021,1298000
peugeot,2008,49680,benzin,2020,978000
jeep,renegade,42250,benzin,2020,888000
volkswagen,passat,47000,benzin,2021,1552000
renault,clio,74150,dizel,2019,719950
renault,clio,61364,benzin,2020,898000
peugeot,2008,59364,benzin,2020,1100000
peugeot,rifter,128235,dizel,2019,925900
fiat,egea,10000,dizel,2022,1055000
peugeot,3008,30538,dizel,2018,1295000
mercedes,classe,54715,benzin,2020,1764000
opel,crossland,7871,benzin,2022,1096000
opel,crossland,9306,benzin,2022,1094000
toyota,corolla,99422,benzin,2020,1029000
opel,grandland,11721,dizel,2022,1556000
hyundai,i20,30000,benzin,2017,790000
citroën,c5,56000,dizel,2022,1585000
fiat,egea,42000,dizel,2019,830000
peugeot,3008,39800,benzin,2020,1410900
citroën,c3,8802,benzin,2022,970000
fiat,egea,12600,dizel,2023,783000
opel,astra,25000,dizel,2021,1039900
opel,mokka,72500,dizel,2019,1089900
nissan,qashqai,57600,benzin,2017,1079900
peugeot,508,64500,dizel,2020,1315900
renault,clio,16528,benzin,2020,929750
dacia,dokker,121600,dizel,2021,583000
ds,9,10368,benzin,2022,2353000
peugeot,3008,118637,dizel,2017,1238000
fiat,500l,104576,dizel,2016,718000
peugeot,partner,133631,dizel,2016,583000
peugeot,508,135502,dizel,2020,1143000
toyota,corolla,32307,benzin,2019,968000
peugeot,rifter,20700,dizel,2022,1025900
skoda,scala,30340,benzin,2021,1079900
opel,astra,8450,benzin,2022,1379900
kia,rio,12000,benzin,2022,939900
peugeot,508,65500,benzin,2020,1345900
hyundai,elantra,61200,benzin,2021,989900
citroën,c4,22800,dizel,2022,1255000
peugeot,3008,40294,dizel,2021,1443000
skoda,octavia,149500,dizel,2016,825000
peugeot,5008,10365,dizel,2022,1875000
peugeot,3008,19312,dizel,2022,1695000
opel,crossland,24081,benzin,2022,1079000
volkswagen,taigo,25000,benzin,2022,1390000
opel,corsa,80859,benzin,2017,750000
renault,clio,136000,dizel,2016,705900
opel,mokka,29147,benzin,2022,1385000
opel,crossland,18005,benzin,2022,1079000
opel,astra,144074,dizel,2017,823000
opel,corsa,36225,benzin,2022,970000
toyota,corolla,36255,benzin,2020,1219000
opel,corsa,28682,benzin,2022,970000
opel,astra,21000,benzin,2020,989000
toyota,corolla,45538,hibrit,2021,1123000
volkswagen,taigo,6674,benzin,2022,1395000
hyundai,tucson,102928,2016,otomatik,1005000
opel,crossland,24800,benzin,2022,1058000
hyundai,bayon,21402,benzin,2021,963000
hyundai,bayon,22000,benzin,2021,937000
toyota,corolla,26500,benzin,2019,935000
citroën,c4,52494,benzin,2022,1179000
citroën,c-elysee,32000,dizel,2022,835000
nissan,qashqai,97200,dizel,2017,990000
citroën,c5,39401,dizel,2021,1499750
hyundai,i20,50919,benzin,2019,820000
peugeot,508,87293,dizel,2020,1133000
peugeot,3008,59420,benzin,2020,1363000
opel,mokka,14758,benzin,2022,1255000
fiat,egea,24400,dizel,2019,818000
dacia,sandero,55470,dizel,2016,648000
renault,megane,113186,dizel,2020,888000
fiat,500l,58016,dizel,2018,848000
citroën,berlingo,25872,dizel,2021,923000
volkswagen,jetta,65510,benzin,2017,983000
hyundai,tucson,53255,dizel,2020,1248000
peugeot,208,84000,benzin,2017,688000
peugeot,2008,77909,dizel,2017,913000
citroën,berlingo,71200,dizel,2020,919900
citroën,c-elysee,23000,dizel,2022,660000
fiat,doblo,36500,dizel,2019,799900
opel,zafira,15989,dizel,2023,1299000
peugeot,3008,48676,dizel,2020,1495000
volkswagen,polo,80300,dizel,2017,719750
kia,cee'd,52238,benzin,2020,859750
peugeot,508,7500,dizel,2022,1610000
fiat,fiorino,64000,dizel,2021,565000
citroën,berlingo,28175,dizel,2022,920000
citroën,berlingo,45047,dizel,2019,795000
opel,crossland,23000,benzin,2021,1100000
hyundai,accent,108441,dizel,2018,815000
ford,ecosport,82669,benzin,2018,915000
peugeot,2008,9001,benzin,2022,1420000
ford,ecosport,18659,benzin,2022,987000
ford,tourneo,38684,dizel,2020,760000
peugeot,2008,7500,dizel,2022,1650000
fiat,doblo,37000,dizel,2020,655900
hyundai,i20,111200,benzin,2017,705900
hyundai,i20,121700,benzin,2017,715900
hyundai,accent,104900,benzin,2017,679900
toyota,c-hr,23650,benzin,2017,1099900
renault,megane,41129,benzin,2020,1113000
seat,ibiza,37617,benzin,2017,748000
peugeot,3008,8626,dizel,2022,1563000
peugeot,208,17180,benzin,2022,890000
opel,astra,10202,benzin,2022,1344900
fiat,egea,54316,dizel,2021,799900
peugeot,308,126420,dizel,2017,858000
opel,grandland,66400,dizel,2018,1148000
honda,civic,81567,dizel,2019,1083000
bmw,z4,11000,benzin,2023,4500000
fiat,egea,133009,dizel,2020,778000
peugeot,308,101040,dizel,2017,833000
opel,zafira,6800,dizel,2023,1324900
volkswagen,passat,85324,benzin,2017,1168000
toyota,c-hr,70892,benzin,2018,1108000
honda,civic,63560,benzin,2020,1227000
renault,megane,91403,dizel,2016,985900
renault,clio,32484,benzin,2021,713000
renault,captur,121146,dizel,2019,903000
honda,civic,67000,benzin,2021,1175000
dacia,duster,26000,benzin,2022,985000
peugeot,3008,69230,dizel,2019,1253000
peugeot,3008,78142,benzin,2017,1163000
opel,corsa,36350,benzin,2021,938000
volkswagen,golf,46179,benzin,2019,1298000
jeep,renegade,24000,dizel,2018,1220000
volkswagen,passat,110937,benzin,2016,1068000
volkswagen,jetta,51314,benzin,2017,843000
toyota,corolla,17928,benzin,2020,1018000
audi,a3,61171,dizel,2018,1503000
peugeot,3008,34147,dizel,2017,1398000
hyundai,tucson,87250,benzin,2016,1153000
peugeot,3008,79986,dizel,2020,1248000
opel,crossland,63403,dizel,2021,1100000
fiat,egea,41000,benzin,2021,769900
volkswagen,tiguan,75000,benzin,2018,1339900
peugeot,rifter,104200,dizel,2020,797900
citroën,c4,95000,dizel,2018,1100000
opel,mokka,7500,elektrik,2022,1375000
nissan,juke,76808,benzin,2018,905000
fiat,egea,62500,2020,manuel,699900
opel,astra,51770,dizel,2019,1070000
audi,a3,128881,dizel,2016,1070000
peugeot,5008,6100,dizel,2023,2300000
renault,taliant,26500,benzin,2022,798000
renault,megane,40570,dizel,2019,1046900
ford,focus,23100,benzin,2020,1065900
volkswagen,passat,96090,dizel,2018,1203000
volkswagen,polo,78397,dizel,2017,763000
hyundai,i20,72618,benzin,2018,698000
opel,astra,6350,dizel,2020,1013000
peugeot,3008,109035,benzin,2020,1348000
opel,astra,7500,benzin,2022,1410000
dacia,duster,39000,benzin,2022,905000
peugeot,301,99049,dizel,2020,568000
opel,grandland,22100,dizel,2022,1498000
renault,kadjar,93493,dizel,2017,943000
opel,insignia,60605,dizel,2016,1078000
opel,grandland,89197,dizel,2020,1283000
peugeot,3008,41097,benzin,2021,1398000
opel,vivaro,1977,dizel,2021,780001
opel,vivaro,46,dizel,2022,985000
opel,crossland,83588,dizel,2020,965000
peugeot,2008,12548,dizel,2022,1280000
nissan,micra,42148,benzin,2016,732000
fiat,ducato,24778,dizel,2022,1040000
honda,civic,103198,lpg (fabrika çıkışlı),2020,1110000
nissan,qashqai,30300,benzin,2018,1140000
peugeot,3008,78928,dizel,2018,1233000
ford,fiesta,43123,benzin,2020,883000
opel,grandland,14551,dizel,2021,1298000
mercedes,classe,71494,benzin,2017,1300000
nissan,qashqai,22000,dizel,2020,1360000
kia,rio,58000,benzin,2018,805000
honda,cr-v,54000,benzin,2020,1825000
opel,mokka,6500,benzin,2022,1325000
peugeot,5008,58950,dizel,2021,1583000
peugeot,3008,18927,dizel,2021,1563000
volkswagen,polo,78000,benzin,2017,780000
honda,civic,12906,benzin,2020,1170000
ds,4,6845,dizel,2022,1575000
fiat,500x,73578,benzin,2020,958000
hyundai,tucson,69504,benzin,2016,1158000
skoda,scala,103050,dizel,2020,972900
nissan,x-trail,6050,elektrik,2022,2802900
opel,grandland,60000,dizel,2018,1179900
volkswagen,jetta,129750,benzin,2017,929900
opel,insignia,91400,dizel,2018,1265750
citroën,c3,16800,benzin,2021,1050750
mercedes,gla,110500,dizel,2018,1795750
peugeot,308,118874,dizel,2016,813000
opel,astra,73000,benzin,2019,875900
kia,sportage,52600,dizel,2022,1950000
ford,kuga,72425,dizel,2020,1488000
ford,fiesta,31777,benzin,2017,663000
citroën,c5,35288,dizel,2019,1293000
toyota,c-hr,58670,hibrit,2021,1130000
toyota,c-hr,61925,hibrit,2021,1130000
dacia,duster,37586,benzin,2022,890000
opel,corsa,34591,benzin,2017,635000
renault,clio,24650,benzin,2022,799000
dacia,duster,18646,benzin,2022,850000
nissan,micra,34619,benzin,2020,810000
toyota,auris,151152,benzin,2016,830000
fiat,egea,24352,dizel,2022,819900
citroën,c4,13500,dizel,2022,1150000
volkswagen,tiguan,116000,benzin,2017,1325900
toyota,corolla,95010,benzin,2021,970000
opel,corsa,7500,benzin,2023,1150000
renault,clio,19085,benzin,2022,846000
nissan,juke,25965,benzin,2022,1107000
dacia,lodgy,102000,benzin,2019,680000
kia,sportage,54943,hibrit,2022,1849900
opel,corsa,93480,benzin,2019,799900
renault,clio,61000,benzin,2017,760000
nissan,qashqai,28417,dizel,2020,1279950
volkswagen,golf,101500,dizel,2019,1159900
seat,leon,24237,benzin,2020,1187000
volkswagen,tiguan,120000,benzin,2019,1575000
toyota,c-hr,84900,benzin,2017,1099900
volvo,v40,90000,benzin,2018,1325900
citroën,c4,51307,dizel,2022,1120000
toyota,corolla,6600,hibrit,2022,1653900
peugeot,2008,18155,dizel,2022,1228000
opel,grandland,7084,dizel,2022,1403000
renault,clio,26963,benzin,2020,903000
renault,megane,20567,benzin,2022,973000
opel,mokka,90010,dizel,2017,893000
opel,grandland,73061,benzin,2020,1138000
opel,insignia,74117,dizel,2017,918000
bmw,serie,82500,benzin,2019,2530000
honda,jazz,33200,benzin,2017,885900
citroën,c5,56000,dizel,2020,1425000
kia,cee'd,96196,dizel,2017,753000
nissan,qashqai,78031,benzin,2020,1183000
honda,civic,33730,benzin,2021,1128000
opel,astra,159338,dizel,2017,820000
toyota,corolla,11206,benzin,2022,1145000
toyota,corolla,20402,benzin,2022,1122000
nissan,qashqai,68500,dizel,2017,1045000
peugeot,rifter,49030,dizel,2021,753000
opel,mokka,6400,benzin,2022,1380000
toyota,yaris,38500,benzin,2018,720000
opel,astra,14755,benzin,2022,1325000
hyundai,accent,126385,benzin,2017,746900
nissan,qashqai,10640,benzin,2022,1762900
volkswagen,golf,67151,dizel,2019,1152900
volkswagen,polo,85000,benzin,2017,856900
peugeot,5008,109856,dizel,2020,1533000
peugeot,508,121502,dizel,2020,1098000
peugeot,3008,22120,dizel,2021,1643000
peugeot,208,50000,benzin,2019,885000
honda,civic,98543,2019,otomatik,1030000
volkswagen,polo,107500,benzin,2017,845000
nissan,qashqai,48167,dizel,2020,1380000
hyundai,i20,44243,benzin,2018,750900
peugeot,3008,16270,dizel,2022,1629950
peugeot,301,107416,dizel,2020,568000
peugeot,308,75700,benzin,2017,890000
peugeot,301,126765,dizel,2020,583000
peugeot,301,90868,dizel,2020,588000
peugeot,2008,90092,dizel,2017,888000
peugeot,301,104118,dizel,2020,568000
peugeot,2008,14837,dizel,2022,1453000
opel,grandland,6712,dizel,2022,1549900
peugeot,2008,22976,benzin,2021,1143000
dacia,sandero,71270,benzin,2017,609900
fiat,egea,15747,dizel,2022,957000
fiat,egea,138806,dizel,2019,724000
citroën,c-elysee,55332,dizel,2021,719000
toyota,corolla,16855,benzin,2022,1127000
citroën,c-elysee,39022,dizel,2022,779000
citroën,c-elysee,53509,dizel,2022,745000
toyota,corolla,104203,hibrit,2020,1189000
opel,crossland,53484,dizel,2020,1056000
opel,crossland,23488,dizel,2022,1138000
skoda,superb,157850,dizel,2017,1215900
opel,astra,18889,benzin,2022,1395000
ford,puma,6523,benzin,2023,1340000
volvo,xc60,18791,dizel,2021,3460000
fiat,egea,65585,benzin,2019,789750
volkswagen,caddy,128118,dizel,2020,1020000
citroën,c4,24321,dizel,2022,1170000
nissan,qashqai,50196,dizel,2020,1395000
peugeot,2008,6017,benzin,2021,1103000
opel,grandland,104700,dizel,2020,1399900
hyundai,i20,21500,benzin,2019,890000
honda,cr-v,55000,benzin,2020,1789900
renault,captur,118000,dizel,2017,970001
kia,sportage,122700,dizel,2020,1150000
seat,leon,150000,benzin,2018,1075000
peugeot,3008,19000,benzin,2020,1350000
hyundai,tucson,49000,dizel,2019,1290000
opel,astra,99629,benzin,2020,889000
peugeot,2008,74875,dizel,2022,1319950
renault,megane,40000,benzin,2022,1025000
bmw,serie,37228,benzin,2022,1699000
mercedes,classe,97950,dizel,2017,1169900
peugeot,5008,6845,dizel,2022,1785000
volkswagen,polo,56800,benzin,2017,851900
dacia,lodgy,119443,dizel,2020,699000
peugeot,301,60500,dizel,2020,675000
renault,clio,30000,benzin,2022,740000
renault,megane,41000,benzin,2022,975000
fiat,egea,49000,dizel,2021,830000
honda,civic,49085,lpg (fabrika çıkışlı),2021,1210000
opel,insignia,93977,dizel,2021,1210000
dacia,duster,42424,benzin,2022,890900
renault,taliant,18160,benzin,2022,789000
opel,astra,40326,benzin,2019,845900
volkswagen,golf,91378,benzin,2017,913000
audi,a3,83300,benzin,2016,1019900
ford,focus,93000,2017,manuel,770000
honda,civic,63000,benzin,2016,900000
hyundai,kona,33005,benzin,2021,979900
bmw,serie,59900,benzin,2021,2895000
ds,9,22000,benzin,2022,2275000
citroën,berlingo,7134,dizel,2021,808000
toyota,corolla,123276,hibrit,2019,1064000
kia,cee'd,114504,dizel,2016,908000
hyundai,elantra,15892,benzin,2021,1223000
peugeot,301,89700,dizel,2020,675000
renault,kadjar,51114,dizel,2017,958000
renault,clio,47185,benzin,2020,903000
ford,focus,59299,benzin,2017,733000
peugeot,2008,16369,dizel,2022,1453000
peugeot,301,107000,dizel,2020,675000
peugeot,301,120000,dizel,2020,675000
ford,kuga,41050,dizel,2020,1298000
citroën,jumpy,27000,dizel,2021,1040900
toyota,corolla,146075,benzin,2016,680000
citroën,c-elysee,149472,dizel,2020,610000
peugeot,2008,154762,dizel,2019,923000
fiat,doblo,37994,dizel,2021,709900
renault,clio,36926,benzin,2022,664900
citroën,c-elysee,49914,dizel,2022,734900
volkswagen,polo,43465,benzin,2018,969900
ford,ecosport,21064,benzin,2021,898000
opel,grandland,51352,dizel,2020,1198000
renault,taliant,29748,benzin,2021,823000
opel,corsa,17227,benzin,2021,943000
peugeot,3008,50093,dizel,2020,1359000
volkswagen,passat,89315,benzin,2020,1549000
toyota,hilux,131978,dizel,2016,1289000
opel,astra,41250,benzin,2020,868000
mercedes,classe,23000,benzin,2021,2599000
bmw,ix,7500,elektrik,2021,2990000
citroën,c-elysee,86670,dizel,2016,609900
citroën,ami,6001,elektrik,2022,347000
opel,astra,24780,benzin,2019,789000
ds,7,17237,dizel,2022,2320000
peugeot,5008,12827,dizel,2023,1915000
peugeot,3008,30086,dizel,2022,1535000
citroën,c3,29925,benzin,2021,785000
peugeot,5008,17457,dizel,2023,1890000
peugeot,208,35500,benzin,2019,785000
skoda,superb,76500,benzin,2021,1595000
renault,clio,6660,benzin,2023,985000
citroën,c3,54000,dizel,2020,905000
ford,kuga,61500,dizel,2019,1185000
seat,arona,47000,dizel,2019,1045000
peugeot,3008,6200,dizel,2022,1510000
citroën,c4,6300,dizel,2022,1350000
citroën,c5,19512,dizel,2022,1430000
peugeot,3008,11396,dizel,2023,1525000
peugeot,3008,90730,dizel,2017,1349750
peugeot,508,73708,dizel,2020,1199750
ford,kuga,116507,dizel,2017,1049750
ds,7,20409,dizel,2023,2195000
citroën,c3,47293,dizel,2020,1079750
fiat,egea,24000,benzin,2021,900000
citroën,c-elysee,95887,dizel,2016,569750
opel,crossland,11500,benzin,2021,1079900
honda,civic,35000,benzin,2021,1185000
nissan,qashqai,151600,benzin,2016,929900
citroën,c4,27094,benzin,2020,935000
citroën,c3,18167,benzin,2022,885000
toyota,corolla,55550,dizel,2016,925000
peugeot,2008,142287,dizel,2020,1137000
iveco,70,178000,dizel,2014,788000
kia,cee'd,187500,dizel,2014,827000
renault,megane,29000,benzin,2022,1000000
ford,transit,1444,elektrik,2022,2008000
ford,ecosport,35158,benzin,2020,855000
ford,ecosport,38723,benzin,2020,885000
hyundai,i20,51200,benzin,2016,750000
mercedes-benz,c serisi,158500,dizel,2014,1327000
renault,clio,37000,benzin,2020,827000
ford,fiesta,141700,dizel,2015,615000
ford,kuga,106000,benzin,2014,937000
ford,kuga,184656,dizel,2017,827000
ford,focus,62000,benzin,2020,1012000
opel,astra,85000,dizel,2017,674000
ford,focus,96000,dizel,2020,1087000
ford,focus,199372,dizel,2016,710000
volkswagen,amarok,113000,dizel,2016,1230000
ford,ecosport,7500,benzin,2022,905000
renault,megane,127000,dizel,2018,778000
hyundai,i20,189400,benzin,2015,587000
ford,fiesta,81000,benzin,2017,632000
ford,puma,15700,benzin,2020,1157000
opel,astra,95308,dizel,2016,662000
peugeot,2008,25000,dizel,2021,1228000
ford,transit,93600,dizel,2020,885000
ford,ecosport,43355,benzin,2018,865000
ford,ecosport,10829,benzin,2021,895000
ford,kuga,16800,benzin,2023,1507000
volkswagen,passat variant,223554,dizel,2014,767000
toyota,yaris,13524,benzin,2022,732000
ford,focus,42179,dizel,2019,1123000
fiat,linea,135599,dizel,2012,472000
ford,focus,8800,benzin,2023,1100000
volkswagen,jetta,112580,benzin,2016,778000
opel,astra,350000,dizel,2008,360000
ford,ranger,29000,dizel,2022,1825000
dacia,sandero,42110,benzin,2022,690000
ford,ranger,6500,dizel,2022,2000000
renault,fluence,208865,dizel,2014,480000
ford,ranger,59000,dizel,2017,1165000
ford,ranger,108000,dizel,2017,1115000
jeep,renegade,95538,benzin,2017,995000
ford,kuga,40300,dizel,2020,1370000
opel,astra,39400,benzin,2020,815000
ford,tourneo courier,84527,dizel,2016,650000
hyundai,i20,39750,benzin,2015,770000
opel,corsa,28016,benzin,2018,760000
ford,kuga,42077,dizel,2020,1340000
opel,astra,75867,benzin,2016,715000
toyota,auris,166920,dizel,2012,590000
ford,focus,138000,benzin,2015,680000
ford,tourneo courier,41889,dizel,2020,760000
renault,clio,41600,benzin,2020,650000
ford,focus,75584,benzin,2012,650000
ford,kuga,55300,dizel,2019,1130000
ford,transit,79342,dizel,2021,970000
toyota,corolla,145495,dizel,2015,715000
toyota,auris,23000,benzin,2017,695000
ford,puma,30000,benzin,2020,1090000
opel,zafira,376000,benzin_lpg,2003,358000
citroen,c-elysee,193000,dizel,2019,816000
citroen,c- elysee,180000,dizel,2015,810000
ford,tourneo courier,8700,dizel,2022,1180000
ford,kuga,6100,benzin,2022,1769000
ford,tourneo courier,17100,dizel,2022,798900
audi,a3,89390,dizel,2017,1299000
ford,tourneo connect,55000,dizel,2022,1132000
ford,focus,11900,benzin,2022,1398000
opel,mokka,7700,benzin,2022,1390000
